POLYMER_USED,DRUG,WATER_PH,CONCENTRATION,CAPACITY,SOURCE,ANALYZED_BY,PAPER
TTWM500,acridine orange,7.5,5,4.66,Circular Economy for Global Water Security Watermelon Rinds as Cost-Efficient Adsorbent for Acridine Orange: A Response Surface Methodological Approach,deepseek-v4-flash (pdf2text),Watermelon_rinds_as_cost-efficient_adsorbent_for_acridine_orange_a_response_surface_methodological_approach
TTWM500,acridine orange,7.5,15,4.66,Circular Economy for Global Water Security Watermelon Rinds as Cost-Efficient Adsorbent for Acridine Orange: A Response Surface Methodological Approach,deepseek-v4-flash (pdf2text),Watermelon_rinds_as_cost-efficient_adsorbent_for_acridine_orange_a_response_surface_methodological_approach
TTWM500,acridine orange,11,15,4.23,Circular Economy for Global Water Security Watermelon Rinds as Cost-Efficient Adsorbent for Acridine Orange: A Response Surface Methodological Approach,deepseek-v4-flash (pdf2text),Watermelon_rinds_as_cost-efficient_adsorbent_for_acridine_orange_a_response_surface_methodological_approach
TTWM500,acridine orange,7.5,5,0.94,Circular Economy for Global Water Security Watermelon Rinds as Cost-Efficient Adsorbent for Acridine Orange: A Response Surface Methodological Approach,deepseek-v4-flash (pdf2text),Watermelon_rinds_as_cost-efficient_adsorbent_for_acridine_orange_a_response_surface_methodological_approach
TTWM500,acridine orange,7.5,25,4.88,Circular Economy for Global Water Security Watermelon Rinds as Cost-Efficient Adsorbent for Acridine Orange: A Response Surface Methodological Approach,deepseek-v4-flash (pdf2text),Watermelon_rinds_as_cost-efficient_adsorbent_for_acridine_orange_a_response_surface_methodological_approach
TTWM500,acridine orange,7.5,5,1.56,Circular Economy for Global Water Security Watermelon Rinds as Cost-Efficient Adsorbent for Acridine Orange: A Response Surface Methodological Approach,deepseek-v4-flash (pdf2text),Watermelon_rinds_as_cost-efficient_adsorbent_for_acridine_orange_a_response_surface_methodological_approach
TTWM500,acridine orange,7.5,15,4.73,Circular Economy for Global Water Security Watermelon Rinds as Cost-Efficient Adsorbent for Acridine Orange: A Response Surface Methodological Approach,deepseek-v4-flash (pdf2text),Watermelon_rinds_as_cost-efficient_adsorbent_for_acridine_orange_a_response_surface_methodological_approach
TTWM500,acridine orange,11,15,2.63,Circular Economy for Global Water Security Watermelon Rinds as Cost-Efficient Adsorbent for Acridine Orange: A Response Surface Methodological Approach,deepseek-v4-flash (pdf2text),Watermelon_rinds_as_cost-efficient_adsorbent_for_acridine_orange_a_response_surface_methodological_approach
TTWM500,acridine orange,7.5,25,8.04,Circular Economy for Global Water Security Watermelon Rinds as Cost-Efficient Adsorbent for Acridine Orange: A Response Surface Methodological Approach,deepseek-v4-flash (pdf2text),Watermelon_rinds_as_cost-efficient_adsorbent_for_acridine_orange_a_response_surface_methodological_approach
TTWM500,acridine orange,4,15,2.94,Circular Economy for Global Water Security Watermelon Rinds as Cost-Efficient Adsorbent for Acridine Orange: A Response Surface Methodological Approach,deepseek-v4-flash (pdf2text),Watermelon_rinds_as_cost-efficient_adsorbent_for_acridine_orange_a_response_surface_methodological_approach
TTWM500,acridine orange,7.5,15,4.61,Circular Economy for Global Water Security Watermelon Rinds as Cost-Efficient Adsorbent for Acridine Orange: A Response Surface Methodological Approach,deepseek-v4-flash (pdf2text),Watermelon_rinds_as_cost-efficient_adsorbent_for_acridine_orange_a_response_surface_methodological_approach
TTWM500,acridine orange,7.5,25,7.86,Circular Economy for Global Water Security Watermelon Rinds as Cost-Efficient Adsorbent for Acridine Orange: A Response Surface Methodological Approach,deepseek-v4-flash (pdf2text),Watermelon_rinds_as_cost-efficient_adsorbent_for_acridine_orange_a_response_surface_methodological_approach
TTWM500,acridine orange,7.5,5,1.63,Circular Economy for Global Water Security Watermelon Rinds as Cost-Efficient Adsorbent for Acridine Orange: A Response Surface Methodological Approach,deepseek-v4-flash (pdf2text),Watermelon_rinds_as_cost-efficient_adsorbent_for_acridine_orange_a_response_surface_methodological_approach
TTWM500,acridine orange,4,15,11.30,Circular Economy for Global Water Security Watermelon Rinds as Cost-Efficient Adsorbent for Acridine Orange: A Response Surface Methodological Approach,deepseek-v4-flash (pdf2text),Watermelon_rinds_as_cost-efficient_adsorbent_for_acridine_orange_a_response_surface_methodological_approach
TTWM500,acridine orange,11,15,13.78,Circular Economy for Global Water Security Watermelon Rinds as Cost-Efficient Adsorbent for Acridine Orange: A Response Surface Methodological Approach,deepseek-v4-flash (pdf2text),Watermelon_rinds_as_cost-efficient_adsorbent_for_acridine_orange_a_response_surface_methodological_approach
TTWM500,acridine orange,4,25,7.39,Circular Economy for Global Water Security Watermelon Rinds as Cost-Efficient Adsorbent for Acridine Orange: A Response Surface Methodological Approach,deepseek-v4-flash (pdf2text),Watermelon_rinds_as_cost-efficient_adsorbent_for_acridine_orange_a_response_surface_methodological_approach
TTWM500,acridine orange,7.5,15,11.20,Circular Economy for Global Water Security Watermelon Rinds as Cost-Efficient Adsorbent for Acridine Orange: A Response Surface Methodological Approach,deepseek-v4-flash (pdf2text),Watermelon_rinds_as_cost-efficient_adsorbent_for_acridine_orange_a_response_surface_methodological_approach
TTWM500,acridine orange,7.5,15,4.70,Circular Economy for Global Water Security Watermelon Rinds as Cost-Efficient Adsorbent for Acridine Orange: A Response Surface Methodological Approach,deepseek-v4-flash (pdf2text),Watermelon_rinds_as_cost-efficient_adsorbent_for_acridine_orange_a_response_surface_methodological_approach
TTWM500,acridine orange,7.5,15,2.97,Circular Economy for Global Water Security Watermelon Rinds as Cost-Efficient Adsorbent for Acridine Orange: A Response Surface Methodological Approach,deepseek-v4-flash (pdf2text),Watermelon_rinds_as_cost-efficient_adsorbent_for_acridine_orange_a_response_surface_methodological_approach
TTWM500,acridine orange,4,5,1.61,Circular Economy for Global Water Security Watermelon Rinds as Cost-Efficient Adsorbent for Acridine Orange: A Response Surface Methodological Approach,deepseek-v4-flash (pdf2text),Watermelon_rinds_as_cost-efficient_adsorbent_for_acridine_orange_a_response_surface_methodological_approach
TTWM500,acridine orange,7.5,15,2.93,Circular Economy for Global Water Security Watermelon Rinds as Cost-Efficient Adsorbent for Acridine Orange: A Response Surface Methodological Approach,deepseek-v4-flash (pdf2text),Watermelon_rinds_as_cost-efficient_adsorbent_for_acridine_orange_a_response_surface_methodological_approach
TTWM500,acridine orange,11,25,7.51,Circular Economy for Global Water Security Watermelon Rinds as Cost-Efficient Adsorbent for Acridine Orange: A Response Surface Methodological Approach,deepseek-v4-flash (pdf2text),Watermelon_rinds_as_cost-efficient_adsorbent_for_acridine_orange_a_response_surface_methodological_approach
TTWM500,acridine orange,7.5,15,11.85,Circular Economy for Global Water Security Watermelon Rinds as Cost-Efficient Adsorbent for Acridine Orange: A Response Surface Methodological Approach,deepseek-v4-flash (pdf2text),Watermelon_rinds_as_cost-efficient_adsorbent_for_acridine_orange_a_response_surface_methodological_approach
TTWM500,acridine orange,11,5,1.27,Circular Economy for Global Water Security Watermelon Rinds as Cost-Efficient Adsorbent for Acridine Orange: A Response Surface Methodological Approach,deepseek-v4-flash (pdf2text),Watermelon_rinds_as_cost-efficient_adsorbent_for_acridine_orange_a_response_surface_methodological_approach
TTWM500,acridine orange,11,25,22.64,Circular Economy for Global Water Security Watermelon Rinds as Cost-Efficient Adsorbent for Acridine Orange: A Response Surface Methodological Approach,deepseek-v4-flash (pdf2text),Watermelon_rinds_as_cost-efficient_adsorbent_for_acridine_orange_a_response_surface_methodological_approach
Corn cob activated carbon,Phenol,NaN,100,8.570,Obi et al. 2020 DOI:10.21203/rs.3.rs-117100/v1,deepseek-v4-flash (pdf2text),WITHDRAWN_Packed_Bed_Column_Adsorption_of_Phenol_Onto_Corn_Cob_Activated_Carbon_Linear_and_Nonlinear_Kinetics_Modeling
Corn cob activated carbon,Phenol,NaN,100,8.113,Obi et al. 2020 DOI:10.21203/rs.3.rs-117100/v1,deepseek-v4-flash (pdf2text),WITHDRAWN_Packed_Bed_Column_Adsorption_of_Phenol_Onto_Corn_Cob_Activated_Carbon_Linear_and_Nonlinear_Kinetics_Modeling
Corn cob activated carbon,Phenol,NaN,100,7.104,Obi et al. 2020 DOI:10.21203/rs.3.rs-117100/v1,deepseek-v4-flash (pdf2text),WITHDRAWN_Packed_Bed_Column_Adsorption_of_Phenol_Onto_Corn_Cob_Activated_Carbon_Linear_and_Nonlinear_Kinetics_Modeling
Corn cob activated carbon,Phenol,NaN,200,8.210,Obi et al. 2020 DOI:10.21203/rs.3.rs-117100/v1,deepseek-v4-flash (pdf2text),WITHDRAWN_Packed_Bed_Column_Adsorption_of_Phenol_Onto_Corn_Cob_Activated_Carbon_Linear_and_Nonlinear_Kinetics_Modeling
Corn cob activated carbon,Phenol,NaN,300,4.740,Obi et al. 2020 DOI:10.21203/rs.3.rs-117100/v1,deepseek-v4-flash (pdf2text),WITHDRAWN_Packed_Bed_Column_Adsorption_of_Phenol_Onto_Corn_Cob_Activated_Carbon_Linear_and_Nonlinear_Kinetics_Modeling
Corn cob activated carbon,Phenol,NaN,100,4.471,Obi et al. 2020 DOI:10.21203/rs.3.rs-117100/v1,deepseek-v4-flash (pdf2text),WITHDRAWN_Packed_Bed_Column_Adsorption_of_Phenol_Onto_Corn_Cob_Activated_Carbon_Linear_and_Nonlinear_Kinetics_Modeling
Corn cob activated carbon,Phenol,NaN,100,8.145,Obi et al. 2020 DOI:10.21203/rs.3.rs-117100/v1,deepseek-v4-flash (pdf2text),WITHDRAWN_Packed_Bed_Column_Adsorption_of_Phenol_Onto_Corn_Cob_Activated_Carbon_Linear_and_Nonlinear_Kinetics_Modeling
Corn cob activated carbon,Phenol,NaN,100,5.992,Obi et al. 2020 DOI:10.21203/rs.3.rs-117100/v1,deepseek-v4-flash (pdf2text),WITHDRAWN_Packed_Bed_Column_Adsorption_of_Phenol_Onto_Corn_Cob_Activated_Carbon_Linear_and_Nonlinear_Kinetics_Modeling
Corn cob activated carbon,Phenol,NaN,100,4.181,Obi et al. 2020 DOI:10.21203/rs.3.rs-117100/v1,deepseek-v4-flash (pdf2text),WITHDRAWN_Packed_Bed_Column_Adsorption_of_Phenol_Onto_Corn_Cob_Activated_Carbon_Linear_and_Nonlinear_Kinetics_Modeling
NaN,methylene blue,9,5,15.64,This work,deepseek-v4-flash (pdf2text),Yolkshell_structured_magnetic_mesoporous_silica_a_novel_and_highly_efficient_adsorbent_for_removal_of_methylene_blue
NaN,methylene blue,9,NaN,163.934,This work,deepseek-v4-flash (pdf2text),Yolkshell_structured_magnetic_mesoporous_silica_a_novel_and_highly_efficient_adsorbent_for_removal_of_methylene_blue
calcium alginate,methylene blue,NaN,NaN,181.81,53,deepseek-v4-flash (pdf2text),Yolkshell_structured_magnetic_mesoporous_silica_a_novel_and_highly_efficient_adsorbent_for_removal_of_methylene_blue
NaN,methylene blue,NaN,NaN,270.3,54,deepseek-v4-flash (pdf2text),Yolkshell_structured_magnetic_mesoporous_silica_a_novel_and_highly_efficient_adsorbent_for_removal_of_methylene_blue
NaN,methylene blue,NaN,3.1,477,56,deepseek-v4-flash (pdf2text),Yolkshell_structured_magnetic_mesoporous_silica_a_novel_and_highly_efficient_adsorbent_for_removal_of_methylene_blue
hydrolyzed polyacrylamide grafted xanthan gum,methylene blue,NaN,30,497.5,57,deepseek-v4-flash (pdf2text),Yolkshell_structured_magnetic_mesoporous_silica_a_novel_and_highly_efficient_adsorbent_for_removal_of_methylene_blue
NaN,methylene blue,NaN,50,188,59,deepseek-v4-flash (pdf2text),Yolkshell_structured_magnetic_mesoporous_silica_a_novel_and_highly_efficient_adsorbent_for_removal_of_methylene_blue
NaN,methylene blue,NaN,10,33.12,60,deepseek-v4-flash (pdf2text),Yolkshell_structured_magnetic_mesoporous_silica_a_novel_and_highly_efficient_adsorbent_for_removal_of_methylene_blue
NaN,methylene blue,NaN,40,71.45,18,deepseek-v4-flash (pdf2text),Yolkshell_structured_magnetic_mesoporous_silica_a_novel_and_highly_efficient_adsorbent_for_removal_of_methylene_blue
NaN,methylene blue,9,5,163.93,This work,deepseek-v4-flash (pdf2text),Yolkshell_structured_magnetic_mesoporous_silica_a_novel_and_highly_efficient_adsorbent_for_removal_of_methylene_blue
Zeolite,Erythromycin,NaN,30,10.16,10.3389/fchem.2021.709600,deepseek-v4-flash (pdf2text),ZeoliteCellulose_Acetate_ZCA_in_Blend_Fiber_for_Adsorption_of_Erythromycin_Residue_From_Pharmaceutical_Wastewater_Experimental_and_Theoretical_Study
CA,Erythromycin,NaN,30,8.21,10.3389/fchem.2021.709600,deepseek-v4-flash (pdf2text),ZeoliteCellulose_Acetate_ZCA_in_Blend_Fiber_for_Adsorption_of_Erythromycin_Residue_From_Pharmaceutical_Wastewater_Experimental_and_Theoretical_Study
Zeolite/CA,Erythromycin,NaN,30,9.37,10.3389/fchem.2021.709600,deepseek-v4-flash (pdf2text),ZeoliteCellulose_Acetate_ZCA_in_Blend_Fiber_for_Adsorption_of_Erythromycin_Residue_From_Pharmaceutical_Wastewater_Experimental_and_Theoretical_Study
Zeolite,Erythromycin,NaN,NaN,19.61,10.3389/fchem.2021.709600,deepseek-v4-flash (pdf2text),ZeoliteCellulose_Acetate_ZCA_in_Blend_Fiber_for_Adsorption_of_Erythromycin_Residue_From_Pharmaceutical_Wastewater_Experimental_and_Theoretical_Study
CA,Erythromycin,NaN,NaN,16.95,10.3389/fchem.2021.709600,deepseek-v4-flash (pdf2text),ZeoliteCellulose_Acetate_ZCA_in_Blend_Fiber_for_Adsorption_of_Erythromycin_Residue_From_Pharmaceutical_Wastewater_Experimental_and_Theoretical_Study
Zeolite/CA,Erythromycin,NaN,NaN,17.76,10.3389/fchem.2021.709600,deepseek-v4-flash (pdf2text),ZeoliteCellulose_Acetate_ZCA_in_Blend_Fiber_for_Adsorption_of_Erythromycin_Residue_From_Pharmaceutical_Wastewater_Experimental_and_Theoretical_Study
CP,Brilliant Green,NaN,NaN,74.98,Applied Water Science (2023) 13:226,deepseek-v4-flash (pdf2text),Zinc_chloride_activated_carbon_derived_from_date_pits_for_efficient_biosorption_of_brilliant_green_adsorption_characteristics_and_mechanism_study
CP,Brilliant Green,NaN,NaN,79.078,Applied Water Science (2023) 13:226,deepseek-v4-flash (pdf2text),Zinc_chloride_activated_carbon_derived_from_date_pits_for_efficient_biosorption_of_brilliant_green_adsorption_characteristics_and_mechanism_study
CP,Brilliant Green,NaN,NaN,78.028,Applied Water Science (2023) 13:226,deepseek-v4-flash (pdf2text),Zinc_chloride_activated_carbon_derived_from_date_pits_for_efficient_biosorption_of_brilliant_green_adsorption_characteristics_and_mechanism_study
CP,Brilliant Green,7,50,42.092,Applied Water Science (2023) 13:226,deepseek-v4-flash (pdf2text),Zinc_chloride_activated_carbon_derived_from_date_pits_for_efficient_biosorption_of_brilliant_green_adsorption_characteristics_and_mechanism_study
CP,Brilliant Green,7,500,75.28,Applied Water Science (2023) 13:226,deepseek-v4-flash (pdf2text),Zinc_chloride_activated_carbon_derived_from_date_pits_for_efficient_biosorption_of_brilliant_green_adsorption_characteristics_and_mechanism_study
CP,Brilliant Green,7,100,89.33,Applied Water Science (2023) 13:226,deepseek-v4-flash (pdf2text),Zinc_chloride_activated_carbon_derived_from_date_pits_for_efficient_biosorption_of_brilliant_green_adsorption_characteristics_and_mechanism_study
CP,Brilliant Green,7,200,77.628,Applied Water Science (2023) 13:226,deepseek-v4-flash (pdf2text),Zinc_chloride_activated_carbon_derived_from_date_pits_for_efficient_biosorption_of_brilliant_green_adsorption_characteristics_and_mechanism_study
CP,Brilliant Green,7,200,52.799,Applied Water Science (2023) 13:226,deepseek-v4-flash (pdf2text),Zinc_chloride_activated_carbon_derived_from_date_pits_for_efficient_biosorption_of_brilliant_green_adsorption_characteristics_and_mechanism_study
CP,Brilliant Green,7,NaN,82.023,Applied Water Science (2023) 13:226,deepseek-v4-flash (pdf2text),Zinc_chloride_activated_carbon_derived_from_date_pits_for_efficient_biosorption_of_brilliant_green_adsorption_characteristics_and_mechanism_study
CP,Brilliant Green,7,NaN,89.292,Applied Water Science (2023) 13:226,deepseek-v4-flash (pdf2text),Zinc_chloride_activated_carbon_derived_from_date_pits_for_efficient_biosorption_of_brilliant_green_adsorption_characteristics_and_mechanism_study
ZCP11,Brilliant Green,NaN,NaN,192.02,Applied Water Science (2023) 13:226,deepseek-v4-flash (pdf2text),Zinc_chloride_activated_carbon_derived_from_date_pits_for_efficient_biosorption_of_brilliant_green_adsorption_characteristics_and_mechanism_study
ZCP11,Brilliant Green,NaN,NaN,197.46,Applied Water Science (2023) 13:226,deepseek-v4-flash (pdf2text),Zinc_chloride_activated_carbon_derived_from_date_pits_for_efficient_biosorption_of_brilliant_green_adsorption_characteristics_and_mechanism_study
ZCP11,Brilliant Green,NaN,NaN,127.02,Applied Water Science (2023) 13:226,deepseek-v4-flash (pdf2text),Zinc_chloride_activated_carbon_derived_from_date_pits_for_efficient_biosorption_of_brilliant_green_adsorption_characteristics_and_mechanism_study
ZCP11,Brilliant Green,7,50,46.067,Applied Water Science (2023) 13:226,deepseek-v4-flash (pdf2text),Zinc_chloride_activated_carbon_derived_from_date_pits_for_efficient_biosorption_of_brilliant_green_adsorption_characteristics_and_mechanism_study
ZCP11,Brilliant Green,7,500,200.185,Applied Water Science (2023) 13:226,deepseek-v4-flash (pdf2text),Zinc_chloride_activated_carbon_derived_from_date_pits_for_efficient_biosorption_of_brilliant_green_adsorption_characteristics_and_mechanism_study
ZCP11,Brilliant Green,7,100,92.98,Applied Water Science (2023) 13:226,deepseek-v4-flash (pdf2text),Zinc_chloride_activated_carbon_derived_from_date_pits_for_efficient_biosorption_of_brilliant_green_adsorption_characteristics_and_mechanism_study
ZCP11,Brilliant Green,7,200,162.015,Applied Water Science (2023) 13:226,deepseek-v4-flash (pdf2text),Zinc_chloride_activated_carbon_derived_from_date_pits_for_efficient_biosorption_of_brilliant_green_adsorption_characteristics_and_mechanism_study
ZCP11,Brilliant Green,7,200,141.20,Applied Water Science (2023) 13:226,deepseek-v4-flash (pdf2text),Zinc_chloride_activated_carbon_derived_from_date_pits_for_efficient_biosorption_of_brilliant_green_adsorption_characteristics_and_mechanism_study
ZCP11,Brilliant Green,7,NaN,199.83,Applied Water Science (2023) 13:226,deepseek-v4-flash (pdf2text),Zinc_chloride_activated_carbon_derived_from_date_pits_for_efficient_biosorption_of_brilliant_green_adsorption_characteristics_and_mechanism_study
ZCP11,Brilliant Green,7,NaN,208.103,Applied Water Science (2023) 13:226,deepseek-v4-flash (pdf2text),Zinc_chloride_activated_carbon_derived_from_date_pits_for_efficient_biosorption_of_brilliant_green_adsorption_characteristics_and_mechanism_study
ZCP21,Brilliant Green,NaN,NaN,201.02,Applied Water Science (2023) 13:226,deepseek-v4-flash (pdf2text),Zinc_chloride_activated_carbon_derived_from_date_pits_for_efficient_biosorption_of_brilliant_green_adsorption_characteristics_and_mechanism_study
ZCP21,Brilliant Green,NaN,NaN,203.25,Applied Water Science (2023) 13:226,deepseek-v4-flash (pdf2text),Zinc_chloride_activated_carbon_derived_from_date_pits_for_efficient_biosorption_of_brilliant_green_adsorption_characteristics_and_mechanism_study
ZCP21,Brilliant Green,NaN,NaN,172.15,Applied Water Science (2023) 13:226,deepseek-v4-flash (pdf2text),Zinc_chloride_activated_carbon_derived_from_date_pits_for_efficient_biosorption_of_brilliant_green_adsorption_characteristics_and_mechanism_study
ZCP21,Brilliant Green,7,50,47.57,Applied Water Science (2023) 13:226,deepseek-v4-flash (pdf2text),Zinc_chloride_activated_carbon_derived_from_date_pits_for_efficient_biosorption_of_brilliant_green_adsorption_characteristics_and_mechanism_study
ZCP21,Brilliant Green,7,500,210.11,Applied Water Science (2023) 13:226,deepseek-v4-flash (pdf2text),Zinc_chloride_activated_carbon_derived_from_date_pits_for_efficient_biosorption_of_brilliant_green_adsorption_characteristics_and_mechanism_study
ZCP21,Brilliant Green,7,200,168.021,Applied Water Science (2023) 13:226,deepseek-v4-flash (pdf2text),Zinc_chloride_activated_carbon_derived_from_date_pits_for_efficient_biosorption_of_brilliant_green_adsorption_characteristics_and_mechanism_study
ZCP21,Brilliant Green,7,200,144.131,Applied Water Science (2023) 13:226,deepseek-v4-flash (pdf2text),Zinc_chloride_activated_carbon_derived_from_date_pits_for_efficient_biosorption_of_brilliant_green_adsorption_characteristics_and_mechanism_study
